claim_id,customer_id,make,accident_area,sex,marital_status,age,fault,policy_type,vehicle_category,vehicle_price_bucket,deductible,driver_rating,days_policy_accident,days_policy_claim,past_number_of_claims,age_of_vehicle,age_of_policyholder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change_claim,number_of_cars,base_policy,incident_period,fraud_reported
10512,10512,Mazda,Urban,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Feb,0
10513,10513,Chevrolet,Urban,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1995-Mar,0
10514,10514,Honda,Urban,Female,Married,63,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,Collision,1995-Mar,0
10515,10515,Ford,Urban,Male,Married,54,Third Party,Sedan - Collision,Sedan,40000 to 59000,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,1995-Feb,0
10516,10516,Pontiac,Urban,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Feb,0
10517,10517,Pontiac,Urban,Male,Single,27,Policy Holder,Sedan - Liability,Sport,more than 69000,400,4,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Apr,0
10518,10518,Chevrolet,Urban,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Apr,0
10519,10519,Mazda,Urban,Male,Single,34,Third Party,Sport - Collision,Sport,more than 69000,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Jun,0
10520,10520,Honda,Urban,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1995-Jun,0
10521,10521,Mazda,Urban,Male,Married,41,Policy Holder,Sport - Collision,Sport,more than 69000,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,1
10522,10522,Pontiac,Urban,Male,Married,58,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,4 to 8 years,2 vehicles,Collision,1995-Jun,0
10523,10523,Toyota,Urban,Male,Married,26,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils,1995-Jun,0
10524,10524,Ford,Urban,Male,Married,49,Policy Holder,Sedan - Liability,Sport,40000 to 59000,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability,1995-Oct,0
10525,10525,Chevrolet,Urban,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1995-Oct,0
10526,10526,Chevrolet,Urban,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,1,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,All Perils,1995-Nov,0
10527,10527,Pontiac,Urban,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Oct,0
10528,10528,Honda,Urban,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Jun,0
10529,10529,Accura,Urban,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils,1995-Jul,0
10530,10530,Pontiac,Urban,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Mar,1
10531,10531,Pontiac,Urban,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1995-Aug,0
10532,10532,Pontiac,Urban,Male,Single,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,1995-Aug,0
10533,10533,Chevrolet,Urban,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Nov,0
10534,10534,Honda,Urban,Male,Married,51,Policy Holder,Sedan - Liability,Sport,more than 69000,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability,1995-Nov,0
10535,10535,Honda,Urban,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Mar,0
10536,10536,Mazda,Urban,Female,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,0
10537,10537,Chevrolet,Rural,Male,Married,34,Policy Holder,Sedan - Liability,Sport,40000 to 59000,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1995-May,0
10538,10538,Mazda,Urban,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,3 to 4,Liability,1995-Apr,0
10539,10539,VW,Urban,Male,Single,43,Policy Holder,Sedan - Liability,Sport,more than 69000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1995-May,0
10540,10540,Honda,Urban,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability,1995-May,0
10541,10541,Honda,Rural,Male,Single,37,Policy Holder,Sedan - All Perils,Sedan,less than 20000,700,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils,1995-Jul,0
10542,10542,Honda,Urban,Male,Married,36,Policy Holder,Sport - Collision,Sport,more than 69000,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1995-Jun,0
10543,10543,Pontiac,Urban,Female,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Collision,1995-Sep,0
10544,10544,Pontiac,Urban,Male,Married,42,Third Party,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1995-Sep,0
10545,10545,Toyota,Urban,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1995-Nov,0
10546,10546,Accura,Urban,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1995-Oct,0
10547,10547,Toyota,Urban,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Oct,0
10548,10548,Ford,Urban,Male,Married,46,Third Party,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability,1995-Dec,0
10549,10549,Mazda,Urban,Female,Single,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1995-May,0
10550,10550,Honda,Urban,Female,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Jul,0
10551,10551,Mazda,Urban,Male,Single,23,Third Party,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Liability,1995-Jun,0
10552,10552,Pontiac,Urban,Male,Married,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Sep,0
10553,10553,Mazda,Urban,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1995-Aug,0
10554,10554,Ford,Urban,Male,Single,54,Third Party,Sedan - All Perils,Sedan,less than 20000,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,1995-Dec,0
10555,10555,Toyota,Urban,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Mar,0
10556,10556,Pontiac,Urban,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,less than 20000,400,4,more than 30,more than 30,none,5 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,1995-Feb,0
10557,10557,VW,Urban,Female,Single,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,All Perils,1995-Mar,1
10558,10558,Pontiac,Urban,Male,Married,61,Third Party,Sedan - All Perils,Sedan,20000 to 29000,500,2,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,2 to 3 years,1 vehicle,All Perils,1995-Jul,0
10559,10559,Mazda,Rural,Male,Single,32,Policy Holder,Sedan - Liability,Sport,more than 69000,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Jul,0
10560,10560,Honda,Urban,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1995-Sep,0
10561,10561,Chevrolet,Urban,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,1995-Sep,0
10562,10562,Pontiac,Urban,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1995-Dec,0
10563,10563,Mazda,Urban,Male,Married,48,Third Party,Sedan - Liability,Sport,30000 to 39000,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,Internal,more than 5,no change,1 vehicle,Liability,1995-May,0
10564,10564,Pontiac,Urban,Male,Single,26,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,All Perils,1995-May,0
10565,10565,Pontiac,Urban,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-May,0
10566,10566,Honda,Urban,Male,Married,49,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1995-Aug,0
10567,10567,Honda,Urban,Male,Single,33,Third Party,Sedan - Collision,Sedan,less than 20000,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Aug,0
10568,10568,Honda,Urban,Male,Single,25,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,1995-Jul,0
10569,10569,Honda,Urban,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,4,more than 30,more than 30,none,6 years,41 to 50,Yes,No,External,1 to 2,no change,1 vehicle,All Perils,1995-Aug,0
10570,10570,Mazda,Urban,Male,Married,35,Third Party,Sport - Collision,Sport,more than 69000,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,0
10571,10571,Honda,Urban,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,Liability,1995-Mar,0
10572,10572,Chevrolet,Urban,Male,Single,40,Policy Holder,Sedan - Collision,Sedan,more than 69000,700,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1995-Oct,0
10573,10573,Ford,Urban,Male,Married,53,Third Party,Sedan - All Perils,Sedan,40000 to 59000,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1995-Oct,0
10574,10574,Honda,Urban,Male,Married,75,Policy Holder,Sport - Collision,Sport,more than 69000,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,Collision,1995-Nov,0
10575,10575,Toyota,Urban,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,1995-Mar,0
10576,10576,Toyota,Urban,Female,Married,33,Third Party,Sedan - Liability,Sport,20000 to 29000,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Oct,0
10577,10577,Mazda,Urban,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,1995-Oct,0
10578,10578,Pontiac,Urban,Male,Married,58,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,1995-Dec,0
10579,10579,Honda,Urban,Male,Married,29,Third Party,Sport - Collision,Sport,more than 69000,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,Collision,1995-Dec,0
10580,10580,Mazda,Urban,Male,Single,29,Third Party,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,1995-Oct,0
10581,10581,Pontiac,Urban,Male,Married,42,Third Party,Sedan - Collision,Sedan,30000 to 39000,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,Internal,3 to 5,no change,1 vehicle,Collision,1995-Oct,0
10582,10582,Chevrolet,Urban,Male,Married,75,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,Liability,1995-Jun,0
10583,10583,Mazda,Urban,Male,Single,44,Third Party,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Jul,0
10584,10584,Honda,Urban,Male,Married,50,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,1995-Mar,0
10585,10585,Honda,Urban,Male,Married,33,Third Party,Sedan - All Perils,Sedan,less than 20000,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,All Perils,1995-Apr,0
10586,10586,Toyota,Urban,Female,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1995-Sep,0
10587,10587,Honda,Urban,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Jun,0
10588,10588,Toyota,Urban,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Apr,0
10589,10589,Mercury,Urban,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,1995-Jul,0
10590,10590,Accura,Rural,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability,1995-Jul,0
10591,10591,Honda,Urban,Male,Single,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Mar,0
10592,10592,Honda,Urban,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability,1995-Mar,0
10593,10593,Chevrolet,Urban,Female,Married,71,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Nov,0
10594,10594,Honda,Urban,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1995-May,0
10595,10595,Toyota,Rural,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1995-Apr,0
10596,10596,Toyota,Urban,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1995-Sep,0
10597,10597,Honda,Urban,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Sep,0
10598,10598,Mazda,Urban,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,more than 69000,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,All Perils,1995-Sep,0
10599,10599,Toyota,Urban,Male,Married,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1995-Sep,0
10600,10600,Mazda,Urban,Male,Married,54,Third Party,Sedan - All Perils,Sedan,30000 to 39000,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,1995-Aug,0
10601,10601,Chevrolet,Urban,Female,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1995-Jun,0
10602,10602,Toyota,Urban,Male,Married,60,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Liability,1995-Mar,0
10603,10603,Pontiac,Urban,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,700,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,All Perils,1995-May,0
10604,10604,Honda,Urban,Male,Married,58,Policy Holder,Sport - Collision,Sport,more than 69000,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,1995-May,0
10605,10605,Pontiac,Urban,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1995-Aug,0
10606,10606,Honda,Urban,Male,Single,22,Policy Holder,Sport - Collision,Sport,more than 69000,400,3,more than 30,more than 30,1,4 years,26 to 30,No,No,External,3 to 5,4 to 8 years,2 vehicles,Collision,1995-Apr,0
10607,10607,Chevrolet,Urban,Male,Single,29,Policy Holder,Sedan - Liability,Sport,40000 to 59000,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Mar,0
10608,10608,Pontiac,Urban,Male,Single,39,Policy Holder,Sedan - Liability,Sport,more than 69000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Mar,0
10609,10609,Pontiac,Urban,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,500,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,Collision,1995-Nov,0
10610,10610,Toyota,Urban,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Aug,0
10611,10611,Toyota,Urban,Male,Single,22,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Jul,0
10612,10612,Pontiac,Urban,Male,Married,64,Third Party,Sedan - All Perils,Sedan,30000 to 39000,400,3,more than 30,more than 30,1,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,All Perils,1995-Mar,0
10613,10613,Honda,Urban,Female,Single,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,Internal,none,no change,1 vehicle,Liability,1995-Jun,0
10614,10614,Pontiac,Urban,Female,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,1995-Jun,0
10615,10615,Honda,Urban,Male,Married,32,Third Party,Sedan - Liability,Sport,20000 to 29000,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Jun,0
10616,10616,Honda,Rural,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,Collision,1995-May,0
10617,10617,Honda,Urban,Male,Married,68,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,Collision,1995-Apr,0
10618,10618,Ford,Urban,Male,Married,34,Third Party,Sedan - All Perils,Sedan,more than 69000,400,3,8 to 15,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1995-Mar,0
10619,10619,Mazda,Urban,Male,Married,63,Policy Holder,Sedan - Liability,Sport,more than 69000,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Mar,0
10620,10620,VW,Urban,Male,Single,69,Policy Holder,Sedan - Collision,Sedan,more than 69000,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,3 to 4,Collision,1995-Apr,0
10621,10621,VW,Urban,Male,Married,64,Third Party,Sedan - All Perils,Sedan,more than 69000,400,2,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1995-Apr,0
10622,10622,Pontiac,Urban,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1995-Apr,0
10623,10623,Mazda,Urban,Female,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,400,2,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1995-Mar,0
10624,10624,Chevrolet,Urban,Male,Married,47,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,1995-Apr,0
10625,10625,Mazda,Urban,Male,Married,43,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,4,more than 30,more than 30,1,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Mar,0
10626,10626,Toyota,Urban,Male,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,1995-Mar,0
10627,10627,Mazda,Urban,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,4 to 8 years,2 vehicles,Liability,1995-Nov,0
10628,10628,Pontiac,Urban,Male,Married,37,Third Party,Sedan - Liability,Sport,20000 to 29000,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1995-Dec,0
10629,10629,Chevrolet,Urban,Male,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Jan,0
10630,10630,Toyota,Urban,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,1995-Mar,1
10631,10631,Chevrolet,Urban,Male,Married,27,Policy Holder,Sedan - Liability,Sport,more than 69000,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1995-Jan,0
10632,10632,Toyota,Urban,Male,Single,43,Policy Holder,Sedan - Liability,Sport,more than 69000,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,1995-Feb,0
10633,10633,Chevrolet,Urban,Female,Single,29,Policy Holder,Sedan - Liability,Sport,more than 69000,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1995-Feb,0
10634,10634,Pontiac,Urban,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,less than 20000,700,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,1995-Feb,0
